w_vec,hit@1,hit@5,recall@5,precision@5,mrr,ndcg@5
0.5,1.0,1.0,1.0,0.288888888888889,1.0,1.0
0.6,0.9444444444444444,1.0,1.0,0.288888888888889,0.9722222222222222,0.9794960974206366
0.7,0.9444444444444444,1.0,1.0,0.288888888888889,0.9583333333333334,0.9683709198929663
0.7,0.9444444444444444,1.0,1.0,0.288888888888889,0.9583333333333334,0.9683709198929663
0.7,0.9444444444444444,1.0,1.0,0.288888888888889,0.9583333333333334,0.9683709198929663
0.8,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.27777777777777785,0.9537037037037037,0.9355245321275762
0.9,0.8888888888888888,0.9444444444444444,0.9444444444444444,0.27777777777777785,0.9228395061728395,0.9137698352385206
1.0,0.7777777777777778,0.9444444444444444,0.9444444444444444,0.27777777777777785,0.8518518518518519,0.8655584790670398
